id,text_avis,note,label
3775,"Produit conforme à sa description, Reçu dans sa boîte d’origine avec les accessoires, fonctionne parfaitement. Merci",5,positif
3776,Produit neuf top!! Seul bémol la couleur qui correspond pas,5,positif
3777,Excellent produit. Il s agit d un cadeau. Ma fille est comblée,5,positif
3778,L'Iphone est impeccable et fonctionne très bien après une semaine. Reste à voir dans la durée.,5,positif
3779,Telephone de tres belle couleur fonctionne tres bien mais livré avec une rayure de 4cm sur l’ecran :(,4,positif
3780,Super produit .arrivé 1 jour avant .bon état je suis contente,5,positif
3781,"Le téléphone est livré avec écouteurs compatible iphone 8, chargeur, vitre de protection, et coque transparente une occasion de très très bonne qualité, car le téléphone est comme neuf De plus, livré dans les temps malgré le covid, donc ultra TOP",5,positif
3782,"Jai recu mon iphone 8 rose dans un parfaite état, aucune rayure aucun coup. Livrer avec une coque transparente et un ecrat de protection, tout fonctionne parfaitement ! La batterie est a 100% tres rare pour un reconditionner. On dirait un neuf!! Je suis satisfaite, cependant le carton été lui arriver dédommager, jai eu peut pour mon colis, il été ouvert il été abîmé. Mais ouf tout va bien à l'intérieur merci je recommande le vendeur!!",5,positif
3783,"C'est comme si je venais de l'acheter en magasin et pour le prix que je l'ai acheté je ne suis pas déçue, j espère qu'il tiendra longtemps Petit bémol : l'image de l'écran n'est pas bien ajusté on voit les petit bords noirs en haut et en bas",5,positif
3784,"J’ai commander ce téléphone le 16 et il est arriver le 22. Le délai de livraison a été respecter, j’ai été livré le jour où me l’a dis, dans une boîte iPhone avec tout les accessoires également IPhone. Merci d’avoir assuré sur la commande, je vous le recommande.",5,positif
3785,"J'ai reçu le téléphone la semaine dernière et il marche très bien. Il vient avec un chargeur pas d'origine, mais cela n'est pas un problème. Je le recommande.",5,positif
3786,"trés bon produit fonctionne parfaitement, acheté depuis décembre il marche parfaitement",5,positif
3787,"« Comme neuf »Je suis très satisfaite, le délai à été respecté même écourté. Le téléphone est arrivé bien emballé pour ce qui est de la protection de la livraison, de très légères rayures qui se voient à peine. Pour l’instant je n’ai rien à dire il fonctionne comme s’il était neuf. Livré avec des écouteurs et un chargeur qui fonctionnent parfaitement malgré quelques doutes sur l’authenticité de ces biens.",4,positif
3788,"Je suis très satisfait du côté prix, fonctionnalité et performances",4,positif
3789,"Rien à dire, livraison rapide et produit comme neuf!",5,positif
3790,"Téléphone portable bien reçu il est comme neuf, entièrement satisfait du produit, délai de la livraison respecté. Rien à dire, il est bien reconditionné, les accessoires sont neuf... je recommande..",5,positif
3791,"J’ai commandé l’iPhone 8. qualité de photo médiocre on dirais l’iPhone 4 !!!!!! L’appareil photo normal a une qualité du 8, mais l’appareil frontal désolé mais c’est un faux écran je suis grave déçu de mon achat c’est la dernière fois de ma vie que je commande sur Cdiscount un IPhone !!!!!",1,négatif
3792,Is not good because this iPhone was used by anyone else,3,neutre
3793,"Produit conforme à la description, en très bon état. Je n ai même l impression que le téléphone est un reconditionné. Super satisfaite",5,positif
3794,"Je l’ai bien reçu , il parait neuf boite sous blister , écran protégé .. Mise en route immédiate avec parametrage relativement simple (peut être que le fait de posséder auparavant des iPhone m’a facilité la prise en main ) c’es ma 1ère expérience en reconditionné , tt parait bien aller ... merci au vendeur , personne de confiance.",5,positif
3795,"Parfait état, par contre, les écouteurs ne fonctionnent pas...",3,neutre
3796,Le produit correspond en tout point à celui commandé. L état est irréprochable.,4,positif
3797,Téléphone conforme à la description Livraison rapide Je recommande +++,5,positif
3798,"Je recommande ce vendeur, l’iphone est comme neuf et la batterie est à 100%.",5,positif
3799,"bon produit, fonctionne normalement (batterie 100%) pas de mauvaise surprise. Juste le chargeur qui chauffe beaucoup alors attention de ne pas le laisser charger la nuit sans surveillance....",4,positif
3800,TELEPHONE RECUE rapidement mes ne fonctionne pas ne s'allume pas,1,négatif
3801,Je recommande cet vendeur ! Produit excellent livraison rapide ! Un grand merci !,5,positif
3802,Article reçu dans les délais imparti et conforme à la description état comme neuf . Je recommande se vendeur,5,positif
3803,J’ai Reçu le téléphone dans une boîte rien à dire tout et nickel,5,positif
3804,ras comme a la description pas de rayure fonctionne très bien comme neuf,5,positif
3805,"Très satisfait de ce produit , pas cher je vous le recommande",5,positif
3806,"parfait fonctionne très bien, à recommander correspond parfaitement",5,positif
3807,"très intéressant , merci pour cet article déjà attendu depuis un moment, il est bien testé et sa fonctionne a merveille",5,positif
3808,"Délai respecté, état comme décris. Toujours satisfait avec CDISCOUNT. Merci",5,positif
3809,Le téléphone est de bonne qualité. Descriptif du vendeur pas conforme et SAV un peu long.,4,positif
3810,Les touche grissillepas Content du tou ma fille la u pour Noël et 3 moi âpre sa deconne,1,négatif
3811,"Aucun problème, pas de fissures, mais état de batteries à 90%",4,positif
3812,"Iphone 8 reçu comme neuf, fonctionne très bien, la livraison a été rapide",5,positif
3813,Vendeur très professionel l'Iphone est tout neuf on dirait meme pas un reconditionné. Je vais surement racheté un 8 plus chez ce vendeur. Je recommande les yeux fermés !,5,positif
3814,rien à dire correspond au descriptif du produit; Je recommande ce vendeur0,5,positif
3815,le lecteur de carte sim tombe en panne alors que cela fait 2 mois que je m en sert,2,négatif
3816,portable conforme bon juste la batterie qui est à 85% on peut pas tous avoir.,4,positif
3817,"J’ai reçu le téléphone en 2 jours, téléphone en parfait état comme neuf . Je vous conseilles",5,positif
3818,Très satisfaite de la rapidité de livraison . L’article est en parfait état comme prévu et l’emballage irréprochable.,5,positif
3819,"Très bien nickel comme neuf fonctionne bien, pas de problème",4,positif
3820,"Je suis entièrement satisfaite du téléphone, il fonctionne tres bien, l’état et neuf, aucune rayure sur la vitre arrière ni sur l’écran. Les caméras fonctionne parfaitement et la batterie et a 90% mais tiens toute la journée meme en pleine utilisation. Je vous recommande ce vendeur sans hésiter",5,positif
3821,livraison très rapide et soignée accessoires très bien mais capacité maximum de batterie à 87% notée dans les paramètres,4,positif
3822,J’ai reçu l’iPhone dans la boîte origine Apple avec les accessoires d’origine avec un verre tremper et une coque. Le téléphone marche ni quel y a rien à dire la batterie est à 100%dommage que les écouteurs faut le Bluetooth pour les utiliser,5,positif
3823,Commandé et reçu deux jours après. Excellent produit en parfait état. Ravie de cet achat et je conseille aux autres. Merci,5,positif
3824,texte,note,label
3825,Plusieurs problèmes rencontrés avec ce téléphone,1,négatif
3826,Je l ai offert à mon fils il en est très content,5,positif
3827,Téléphone nickel et réception rapide. Je recommande,5,positif
3828,Fonction génial Je recommande Envoi rapide,5,positif
3829,Le téléphone est comme neuf .La couleur est magnifique je recommande,4,positif
3830,J’ai reçu rapide c’est trop propre aucun défaut sur ça,5,positif
3831,Au bout de 2 ans ne fonctionne plus,1,négatif
3832,Ma fille est très contente de son téléphone,5,positif
3833,"Fonctionne parfaitement, excellent produit",5,positif
3834,Téléphone reçu rapidement et fonctionne très bien,5,positif
3835,"J’avais commander ce produit j’ai vérifié immédiatement l’état de la batterie, « état de réparation ». J’ai renvoyer. Il faut pas écrire bon état si la batterie est en mauvais état.",1,négatif
3836,Très bon téléphone en parfait état impeccable batterie a 100 pour 100 ? je recommande ce vendeur produit bien emballé avec chargeur je recommande merci+++,5,positif
3837,Un petit cadeau pour mon petit neuve mais il a donné son téléphone. Ça réchauffe en pue vite mais ça va rien de grave. Je recommande,5,positif
3838,"Parfait commander pour ma fille , ravie 100% de batterie meilleur qualité prix",5,positif
3839,"Bonjour, J’ai commander se téléphone le 17 avril 2024 et je ai reçu le 19 avril 2024 le téléphone et impeccable aucun rayure comme neuf par contre il y a que le fil du chargeur Aussi pas d'écouteur mais sinon c’est impeccable je le recommande FONCER",5,positif
3840,Le tel marcher très bien et depuis une mise a jours il et inutilisable vraiment dégoûter..,1,négatif
3841,Ma fille est super contente de sont cadeau de noel,5,positif
3842,Je conseille ce produit,5,positif
3843,Je ne suis pas satisfaite le téléphone chauffe quand on l’utilise,2,négatif
3844,Je viens de le commander et reçus très beau nickel mais batterie 94 % j’ai peur quand je voit les commentaire j’espère ne pas être déçus …,4,positif
3845,Très bon produit pour l'état. Cependant la batterie chauffe beaucoup je trouve à voir dans le temps,4,positif
3846,Mon fils voulait iphone x et je ne suis pas déçu ! Bon forcément il n'y a pa d'écouteur filaire et pas l'adaptateur faut le savoir sinon nikel,4,positif
3847,Se réchauffe très rapidement,4,positif
3848,Je viens dans commandé un vos commentaires me font peur ? j'ai peur encore d'être déçu,2,négatif
3849,Téléphone nickel part contre reçu ouvert ?,4,positif
3850,Merci c’est bon téléphone,5,positif
3851,Comme neuf ! Aucune information trace,5,positif
3852,Vendeur qui est arrogant,1,négatif
3853,Pour un téléphone reconditionné je suis satisfaite il fonctionne très bien,5,positif
3854,Correspond à mes attentes Fonctionne parfaitement État comme neuf,5,positif
3855,Très bon téléphone merci bien,5,positif
3856,Malheureusement le téléphone surchauffe,1,négatif
3857,Produit en très bon état batterie au top franchement agréablement surpris merci,5,positif
3858,"Satisfaite c'est pour ma fille,c'est un téléphone que ma fille voulais depuis longtemps,très bonne qualité pour un prix raisonnable",5,positif
3859,Livraison rapide excellent état fonctionne très bien,5,positif
3860,Je suis très satisfaite de ce produit. Très bonne qualité prix pour un produit qu’il paraît neuf.,5,positif
3861,Livraison rapide mais problème sur l'iphone il s'éteint tous les minutes,1,négatif
3862,Produit en parfait état prix vraiment raisonnable et livraison rapide je le recommande,5,positif
3863,j'epsère qu'il va durer longtempsssssssssssssssssss !,5,positif
3864,"Par ou commencer , je commande un téléphone gris on m'en envoie un blanc sans me demander mon avis. Le téléphone s'éteind et se rallume seul toutes les 30 min depuis que je l'ai reçu et l'écran reste figée par moment. Vraiment super déçue",1,négatif
3865,"j'ai acheter ce téléphone en janvier 2023 nous sommes en juillet 2023 le téléphone a 6mois et déjà dès le premier mois il commencer à beuger énormément tout a commencer quand la face ID c'est désactiver sans raison puis il a commencer a changer d'application, appeler des personnes, envoyer des messages et bien évidement tout seul puis il y a quelques jours il a commencer à s'éteindre minimum 6 fois en une heure puis se rallumer avec 0% de batterie alors que la batterie était pleine, je tient à préciser que le téléphone n'est jamais tomber.... le téléphone au bout de 6 mois d'utilisation ne fonctionne plus. je le recommande vraiment pas.",2,négatif
3866,"Facile à utiliser, neuf",5,positif
3867,"Téléphone livré dans l’état que le vendeur avait spécifié, et c’est belle et bien vrai l’iPhone et dans un état quasi neuf !!.. merci de l’honnêteté du vendeur !!.. en espérant qu’il ne ce mette a pas a câbler d’ici 1 semaine !???… sinon tous bien !. Et merci.",4,positif
3868,Très bon téléphone reçu très rapidement,5,positif
3869,Très bon téléphone reçu rapidement dommage qui a pas les écouter,5,positif
3870,Correspond pour l'utilisation de ma fille Fonctionne très bien malgré un appareil reconditionnè très satisfaite depuis 4 mois à voir la durée,5,positif
3871,"La batterie de l'appareil a été défectueuse dès les premières utilisations de cet Iphone : l'appareil s'éteint soudainement et régulièrement par ""manque de batterie"" alors que le téléphone affiche entre 20 et 40% d'autonomie restante, ce qui est très gênant au quotidien.",3,neutre
3872,Bon produit je recommande,3,neutre
3873,fonctionnait bien mais le téléphone s'éteignait et ce rallumer des fois puis maintenant3 mois apres mon télephone de fonctionne plus MON Téléphone n'est jamais tombait!!!!!!,2,négatif
3874,Vendu comme reconditionné avec état de santé de la batterie sup. à 80/90%...alors qu'en réalité la batterie n'est à peine qu'à 50% de sa réelle capacité ! Et donc obligé de le charger 2 à 3 fois par jour....,1,négatif
3875,Je l'ai acheté pour mon enfant qui se trouve au collège et il pense qu'il le trouve très pratique pour ces petits devoirs et une bonne communication.,5,positif
3876,Très satisfaite de ce. Téléphone.il répond à toutes mes attentes..,5,positif
3877,Le téléphone est bien mais il n’y a pas tout les accessoires comme les écouteurs car normalement il devrait il y en a avoir,5,positif
3878,Très bien. Le téléphone fonctionne parfaitement,5,positif
3879,franchement j'ai recu le tel et pour moi c comme ci je l'avais achetee a boulanger il est comme neuf et le raport qualite prix est incroyable je vous le recommande a 100%,5,positif
3880,"Ma fille es hyper contente de sony achats ,rapide",5,positif
3881,"Téléphone vendu en reconditionne mais l’état laisse à désirer. Marqué en comme neuf , l’écran est rayé le côté du téléphone est complètement abîmé, même la batterie semble ne pas avoir été changer car elle affiche un état de réparation à 80%. Bref je ne recommande pas du tout ce vendeur.",1,négatif
3882,Recu batterie a 85% quel dommage. Hors mis ca il es parfait ! Esthétiquement rien a dire aucune micro griffes ni coups. Je suis plutôt contente hors la batterie.,2,négatif
3883,Rien à dire en parfait état et encore le mot et faible je dirais neuf même mon fils et ravi,5,positif
3884,"Cadeau pour ma fille, elle est ravie. Pour un premier achat de reconditionné aucun problème. Batterie à 100% à voir dans le temps. Je l ai amené chez un pro pour faire poser un verre trempé, cela pourrait être un plus dans les accessoires. Il l a trouvé parfait. Juste le haut parleur n était pas nettoyé mais il me l a fait.",5,positif
3885,J ai acheter l iPhone X pour Noël pour ma fille sauf problème avec la batterie il a charge a100% et 5 min après il s éteint avec plus de batterie ??,4,positif
3886,"Il est pas bien emballé pas de chargeur, il était pas bien protégé non plus mais bon merci quand même",4,positif
3887,"bon état général, l’air d’un neuf.",5,positif
3888,Problème de connexion réseau wifi et internet,2,négatif
3889,Je les fait tomber une fois il c'est crassé j'ai du le faire réparé et ça fait deux foix,1,négatif
3890,Très bon état de fonctionnement,5,positif
3891,"Iphone en parfait état, comme neuf ! Batterie à 97% !!! J’avais le chargeur et les écouteurs d’origine dans la boîte je suis super contente de cet achat, il marche à merveille ! Je recommande sans hésitation le vendeur S-back vraiment très professionnel comme reconditionneur !",5,positif
3892,"En très bon état extérieur, fonctionne très bien et batterie à 100%. Livré dans les délais.",5,positif
3893,Livraison rapide. Reçu batterie 100% Écran nickel . Je recommande ce vendeur .,5,positif
3894,RAS tout est conforme,5,positif
3895,Le reconditionnement a été très bien effectué limite j'ai cru qu'il été neuf,5,positif
3896,"Maniabilité, facile à utiliser,belles photos.",5,positif
3897,"j’adore cet iphone il est super, reçu en 2jours parfaitement emballé !",5,positif
3898,"Téléphone comme neuf , très satisfait de mon achat.",5,positif
3899,"Téléphone en excellent état, livraison rapide. Conforme à l’article proposé.",5,positif
3900,"l'iPhone est en excellent état rien a dire aucune rayure, le système d'exploitation fonctionne parfaitement, Face Id fonctionne aussi parfaitement . Communication avec le vendeur excellente. Je recommande",5,positif
3901,"Très bon produit, batterie neuve, reçu rapidement, mais le chargeur ne fonctionner pas heureusement que j’avais un iphone et que j’avais garder le chargeur",3,neutre
3902,Très satisfait de mon achat.,5,positif
3903,J'ai acheté ce téléphone pour ma fille. C'est elle qui l'a choisi et il correspond exactement à celui sur le site . Merci,5,positif
3904,Acheter pour l'anniversaire de ma fille elle est super contente dessus il manquait les écouteurs mais pour le prix et la qualité rien a dire à voir avec le temps,5,positif
3905,Excellent produit Bonne remise en communication avec le vendeur parfaitr et efficace.,5,positif
3906,J’ai acheté ce téléphone au mois de janvier 2022 et au mois novembre 2022 le téléphone et mort,5,positif
3907,super parfais excellent état,5,positif
3908,Envoie très rapide et très bien protégé.,5,positif
3909,A fuir en 1 mois l’écran a déjà lâché,1,négatif
3910,Satisfait toujours à la page design magnifique.,5,positif
3911,"Totalement déçue. Ne tient pas la batterie, vibreur en défaut. Beug. Et j'en passe.",1,négatif
3912,Inadmissible on achète un iPhone à un prix élevé au bout d'un mois l'écran lâche en plus avec toutes les protections qu'il faut jamais tomber jamais eu de coup à rien du tout??,1,négatif
3913,"iPhone X reçu avec une batterie à 100%, fonctionne très bien, fluide comme n’importe quel iPhone, zéros rayures, aucuns pocs, il est comme décrit « excellent état », iOS 16 ok. Seul bémol le câble de rechargement n’est pas un vrai Apple (la prise et les écouteurs oui) et il n’y a pas de verre trempé ni de coque contenu dans le pack, cependant il reste un bon rapport qualité/prix. Reste à voir dans les prochains mois.",5,positif
3914,"iPhone en parfait état aucun défaut, batterie à 90%, tout fonctionne très bien",5,positif
3915,Malgré le reconditionnement ce téléphone est très bien super autonomie et très beau aspect,5,positif
3916,"Satisfaite de cette achat, livraison très très rapide (moins d’1 semaine d’attente), téléphone parfait, rien à dire, je recommande! Si vous hésitez, foncez! Le seul petit hic c’est qu’il est vendu sans écouteurs, mise à part ça le reste est parfait",5,positif
3917,Un bon téléphone je recommande,5,positif
3918,"pas de soucis, téléphone bien et marche",5,positif
3919,Livraison rapide produit propre A faire attention ?? les vitre se casse vite,4,positif
3920,"J’ai acheté ce téléphone il a 11 mois jour pour jour, depuis le départ la qualité de photo avant et arrière est médiocre … et plus le temps passe, et pire c’est … Je ne peux même plus faire de photo ! En regardant bien, l’objectif et plein de poussière .. La batterie ne tiens plus, obligé de le recharger deux fois par jours … Et au bout d’une chute, écran cassé alors que mon iPhone 7 avait fait beaucoup de chute et je n’ai jamais cassé un écran (mais je pense que ça viens des nouveaux iPhone..) Me revoilà à racheter un nouveau téléphone ..",3,neutre
3921,"Parfait IPHONE, bien reconditionné, aucun souci en 4 mois de téléphonie",5,positif
3922,Mon fils et très content de se téléphone,5,positif
3923,Je suis contente de se produit ma fille est aussi contente Cdiscount fait de bon produit Et le livreur arrivé toujours avant et d’une gentillesse merci vous tous,5,positif
3924,les téléphones bug beaucoup la batterie a 100% mais des gros problèmes constater,2,négatif
3925,"Téléphone reçu avec coque et verre de protection, ce qui est plutôt appréciable. Article bien emballé et livré avant la date prévue. En bon état de marche pour l’instant, à voir sur la durée.",4,positif
3926,"Produit comme neuf, merci à l’équipe.",5,positif
3927,"Tout est dans les règles deuxième commande , chez ce partenaire aucun soucis.",5,positif
3928,Produit qui marche très bien !,5,positif
3929,Super qualité la batterie est a 100% et avec chargeur et vitre de protection je recommande à 200%,5,positif
3930,"IPhone X en très bon état. Fonctionne à merveille. Par contre, pour le prix payé, il aurait été judicieux d'offrir au moins des écouteurs compatibles. Recevoir un téléphone reconditionné avec un simple chargeur, je trouve ça un peu juste. Je donnerai un nouvel avis si un geste commercial est possible. Merci",4,positif
3931,"Je recommande ce revendeur ! J’ai appelé le service client Mac qui a analysé mon iPhone, il m’a confirmé que tous les voyants étaient vert, je suis donc rassurée pour l’avenir avec mon téléphone et pour le reconditionnement qu’a effectué le revendeur.",4,positif
3932,"acheter pour mon fils, produit sans aucun soucis,écran, fonctionnalités, A VOIR SUR LE LONG TERME ,A SON UTILISATION AU QUOTIDIEN",5,positif
3933,Très satisfaite du téléphone Bon appareil photo Très fluide Bel écran État comme neuf,5,positif
3934,Protection facile à poser,4,positif
3935,Reçu avant le délai de livraison le téléphone est comme neuf fonctionne très bien,5,positif
3936,c'est un produit en bon état bon rapport qualité prix merci,4,positif
3937,L'appareil est parfait merci par contre le boc du chargeur et trop faible il chauffe très vite c'est à revoir,5,positif
3938,Pourquoi cette commande a-t-elle été annulée ? De plus j'ai repassé la même commande avec ma carte pass. Et celle ci n'apparaît pas sur mes commandes. J'ai réglé en 4 fois. J'attends votre retour rapidement.,1,négatif
3939,"Une catastrophe tout simplement. Le téléphone rame toutes les 30 secondes, batterie non neuve à 94% de capacité, le téléphone surchauffe en utilisation normale. Préférez largement un Xr pour quasiment le même prix.",2,négatif
3940,TRÈS BON téléphone REMIS A NEUF ET livraison RAPIDE,5,positif
3941,"Conforme au descriptif, très bien reconditionné, parfait",4,positif
3942,"iPhone au top, + vendeur qui a mit une coque avec l’iPhone, cadeau pour ma maman elle est ravit !",4,positif
3943,Franchement je suis assez surprise de la qualité de ce téléphone je lais reçu ce matin j’ai d’abord vérifier s’il il n’y avais pas de petit défaut sur l’écran ou le téléphone en lui même rien du tout je lais reçu avec une coque transparente et avec un verre trempé déjà installé sur l’arrière et lavant du téléphone en plus de sa ma batterie est à 100 on verra avec le temps en tout cas je recommande Au niveau des accessoires adaptateur et câble sont compris,5,positif
3944,"Appareil comme neuf, pas une seule rayure sur l'écran et au dos, parfait. Une semaine que je l'utilise et tout fonctionne parfaitement. J'en ai acheté un chez un concurrent recommandé par Free, rayé à souhait, verre trempé mal positionné, mal collé et pas adapté au modèle, Pas de Face ID puisque verre trempé cache les caméras présentes pour cet effet. Renvoyé aussitôt et demandé un remboursement.",5,positif
3945,article conforme fonctionne très bien rien a dire je recommande ce vendeur,4,positif
3946,"Telephone comme neuve sans rayure, capacité de la batterie a 100% ! Livraison très rapide ! Je recommande ++++++",5,positif
3947,magnifique comme neuf très rapide la livraison,5,positif
3948,Très contente de ce vendeur j ai eu un souci avec le téléphone très bonne prise en charge super service après vente je recommande.,5,positif
3949,J’étais très content d’avoir commandé cet iPhone mais ce qui est dommage j’ai jamais vu jamais utiliser un iPhone qui chauffe autant ça fait plus de 10 ans j’utilise que les iPhone mais j’ai jamais vu un iPhone pareil je suis déçu d’avoir commandé cette iPhone malgré les iPhone chauffe oui mais jamais vu autant franchement,3,neutre
3950,magnifique comme neuf,5,positif
3951,"J’ai acheté ce téléphone en novembre 2021,en parfait état la batterie était à 100%. Je recommande ?!!",5,positif
3952,pas content de ce produit ! plus d'achat de tél reconditionné,2,négatif
3953,INADMISSIBLE !!! acheter y’a même pas 1 moi que depuis 2 jours ma batterie me marque RÉPARATION !!! Je payerai pas une batterie qui est censé être déjà changé !!!!!,1,négatif
3954,Très bon vendeur très compréhensif,5,positif
3955,"coli reçu rapidement ,emballage un peu sommaire , souci pour faire des photos écran noir pour le reste à voir dans le temps",3,neutre
3956,"Bin téléphone, même si de temps en temps je retrouve des clichés et suis quelques fois obligé d'aller dans la configuration.. Dans l'ensemble très performant, j'adore",5,positif
3957,Tout est parfait sauf le chargeur qui ne charge pas correctement le téléphone par moment.,5,positif
3958,Sa chauffe déjà quand on l’allume de la première fois,3,neutre
3959,"Produit reçu au jour annoncé. Parfait état, bien emballé et conforme. Un peu tôt encore pour donner un avis concret, mais pour l’instant, cet article répond à mes attentes",5,positif
3960,Excellent état Super conditions,5,positif
3961,"Très bonne iphone x je recommande,avec une coque de protection, un verre trempé et un chargeur fournis avec .Je recommande vraiment .batterie 100%.On dirait un neuf.",5,positif
3962,Très beau téléphone fonction Très bien arrivée à temps prévu merci,5,positif
3963,Très bien reçu et emballer pour l’instant il est nickel aucun impact ou fissure l’état de la batterie est à 100% comme neuf !! Je suis très ravie de mon achat,5,positif
3964,Tél en parfait état ! Livraison rapide. Je recommande cet article,4,positif
3965,Exelent venu déjà tout prêt avec coque vert trempé nickel,5,positif
3966,Bon livraison longue bien vérifier le suivi,3,neutre
3967,"État impeccable, très beau téléphone et parfaitement fonctionnel.",5,positif
3968,"Suite à un problème technique, le téléphone a vite été échangé, le vendeur a été très réactif",5,positif
3969,"Ce téléphone a beaucoup de défauts, l'appareil photo, l'arrêt automatique, la batterie qui chauffe, ce n'est pas bon du tout.",1,négatif
3970,J’ai pris beaucoup de plaisir avec mon téléphone. J’ai changé pour le i12 et c’est toujours aussi agréable.merci Apple,5,positif
3971,Un cadeau pour ma fille qui s'en sert s'en relâche.utilisation de février et aucun problème.livraison rapide.livré avec ses accessoires.,5,positif
3972,Il est super je l adore,5,positif
3973,Très bon téléphone reconditionné fonctionne parfaitement,5,positif
3974,"Livraison super rapide ! Téléphone de qualité, avec tout les accessoire…. Rien a dire parfait",5,positif
3975,"Très bon produit envoie rapide, je recommande",5,positif
3976,très bon qualité transaction réussi avec succès,5,positif
3977,Produit présentant beaucoup de trace d’usure pour un état apparement excellent d’après ce que j’avais choisi. Je suis pas satisfaite. C’est bien dommage.,2,négatif
3978,Excellent Android dommage il manque un peu accessoire pas d'écouter et pas de verre de protection,5,positif
3979,téléphone en très bon état et très propre. Fonctionne très bien.,5,positif
3980,Chargeur livré avec iPhone X non compatible.un échange serait bienvenu. Merci.,4,positif
3981,a première vu rien d'anormal... Au bout de 5 mois l'écran s'est décollé... On l'a emmener chez un réparateur qui nous affirme que l'écran a été mal remplacé ! Alors reconditionner d'accord c'est pas parfait mais un minimum au vu du prix! Première fois que ça m'arrive pour un' reconditionner... A réfléchir !,2,négatif
3982,Bonjour je suis bloqué avec iCloud je peux plus l’utiliser il me mais un numéro terminant par 83 ou par 38 si tu reconnais ses numéros contacte moi sur 0781466517.,3,neutre
3983,Un téléphone très lomg à télécharger et à charger très mauvais choix d'avoir prix un reconditionne très déçu de ce choix de iPhone,1,négatif
3984,Produit conforme a annonce en parfait état je recommande,5,positif
3985,Téléphone arrive en très bon état batterie à 100% après quelques mois rien à redire,5,positif
3986,"Le telephone est arrivé rapidement, sans aucune trace d'usure ni rayure. Livré dans une boite neutre avec tout les accessoires",5,positif
3987,"Produit conforme à la description avec des petits cadeaux en plus, mon fils etait ravi",5,positif
3988,Bon rapport qualité prix,4,positif
3989,Contente de mon achat iPhone en excellent état écran nickel. Quelques marques d’usure sur les côtés mais très léger. Je recommande. Fournis avec chargeur Petit bémol la batterie n’est pas neuve j’ai une capacité à 89%.. et pas d’écouteur.,4,positif
3990,Pour un iPhone le prix est attractif et donne envie de reconditionné ! Il a l’air tout neuf ! On verra à l’usage !,4,positif
3991,Portable branche mais batterie n'augmente pas. Durée de vie ? 48H,1,négatif
3992,Trop contente Très bonne affaire qualité prix,5,positif
3993,Je voulue testé voir si le produit était bien reconditionné il était parfait batterie a 100%rien a dire tout est neuf pas une rayure et là je l'utilise pour le testé et mince l'appareil photo est flou je renitialise le téléphone rien ne change le focus ne ce fait pas et quand je prend la photo et que je zoom avec le doigt une catastrophe bref pour moi l'appareil photo n'ai pas officiel,5,positif
3994,Top top top l iPhone top,5,positif
3995,"Téléphone qui a cesser de fonctionner au bout de trois moi, mais le vendeur a tout de suite pris en charge ma demande et m’en a renvoyer un qui fonctionne parfaitement et cela a était rapide merci à lui",4,positif
3996,Ces téléphones sont réparés avec des pièces compatibles et non d’origine Apple. J’ai été faire réparé le mien après que l’écran est rendu l’âme après 3 mois…. Le réparateur a constaté que ni l’écran le capteur photo et bien sur la batterie ne sont d’origine…. Bref vous n’achetez pas du 100 % Apple il faut le savoir… Après le SAV a pris en charge ma demande et c’est un point positif.,3,neutre
3997,iPhone comme neuf batterie neuve téléphone emballer comme neuf livrer avec un verre trempé je recommande ce produit j’adore cette iPhone,5,positif
3998,Super propre mais batterie pas top tien pas,3,neutre
3999,bof pas terrible decu de cet achat,2,négatif
4000,"Téléphone fidèle à l’annonce impeccable, niveau batterie 98% A voir dans le temps Je recommande",5,positif
4001,"Après 3 mois d'utilisation simple, l'écran tactile fonctionne plus, je vous le conseille",1,négatif
4002,Parfait rien à redire,5,positif
4003,Très propre très.rapide on dirait du neuf merci.je recommand.e.bivement,5,positif
4004,On m'avais recommandé ce téléphone et je suis ravie de ses fonctionnalités.,5,positif
4005,Je l'ai fais tomber de quelques cm du sol J'ai eu une grande rayure blanche et des traits verres Devenu inutilisable donc mort,2,négatif
4006,J ai eu un problème le tactile ne marcher plus la réactivité a été super rapide Échange du produit,5,positif
4007,iPhone reconditionné excellent état Avec chargeur mais sans écouteurs À recommander,4,positif
4008,"Batterie qui tient pas la charge du tout, et appareil photo qui vient de foirer… 2 mois que je l’ai…",1,négatif
4009,"Téléphone arrivait avec une capacité d’autonomie de 85%, il chauffe et se décharge très rapidement. Pas des écouteurs je suis un peu déçu et quelques rayures sur le côté du téléphone.",1,négatif
4010,Téléphone parfait sans défaut et batterie > à 90%,5,positif
4011,Le téléphone neuf l’écran ne vas pas,1,négatif
4012,Vraiment déçu n’achète pas,1,négatif
4013,Impeccable avec un prix très raisonnable,5,positif
4014,Très beau téléphone qui fonctionne parfaitement. Livre avec 2 coques + vitre incassable Ravie de mon achat,5,positif
4015,Téléphone reçu avec tous les accessoires et plus meme car il y avait en plus 2 coques et 2 protège écran. Je suis très satisfaite car il est en excellent état aucune rayures ni impact. il est vraiment comme neuf j’espère qu’il va durer dans le temp mais pour le moment je suis très satisfaite car je l’ai acheté pour mon petit frère et je recommande fortement.,5,positif
4016,Très bien et très bonne qualité mais il bug un peu,3,neutre
