mot,score_brut,score_positivite
exhaustifs,-0.7,0.0
exhaustive,-0.3,0.0
exhaustives,-0.7,0.0
exigeant,-0.5,0.0
exigeante,-0.5,0.0
exigeantes,-0.5,0.0
exigeants,-0.5,0.0
exiger,-0.5,0.0
exige,-0.9,0.0
exigee,-0.9,0.0
exigees,-0.9,0.0
exiges,-0.9,0.0
expert,1.0,0.25
experte,1.0,0.25
expertes,0.8,0.2
experts,0.8,0.2
exploitant,-1.9,0.0
exploiter,-0.4,0.0
exploite,-2.0,0.0
exploitee,-2.0,0.0
exploitees,-2.0,0.0
exploites,-2.0,0.0
exploration,0.9,0.225
explorations,0.3,0.075
exposant,-1.1,0.0
expose,-0.3,0.0
exposer,-0.6,0.0
exposes,-0.3,0.0
exposez,-0.5,0.0
exposons,-0.5,0.0
exposee,-0.3,0.0
exposees,-0.3,0.0
expulsion,-2.0,0.0
extase,0.3,0.075
extases,0.3,0.075
extorsion,-1.2,0.0
extorsions,-1.4,0.0
extra,2.0,0.5
extraordinaire,3.0,0.75
extraordinaires,3.0,0.75
extravagant,-0.2,0.0
extravagante,-0.2,0.0
extravagantes,-0.2,0.0
extravagants,-0.2,0.0
extraverti,1.2,0.3
extravertie,1.2,0.3
extraverties,1.2,0.3
extravertis,1.2,0.3
extremement,-0.5,0.0
exuberant,0.9,0.225
exuberante,0.9,0.225
exuberantes,0.9,0.225
exuberants,0.9,0.225
exultant,3.0,0.75
execre,-2.1,0.0
execrent,-1.9,0.0
execres,-2.1,0.0
execrez,-1.9,0.0
execrer,-2.2,0.0
execree,-2.1,0.0
execrees,-2.1,0.0
f-d-p,-2.7,0.0
fabulateur,1.3,0.325
fabulateurs,1.7,0.425
fabulatrice,1.3,0.325
fabulatrices,1.7,0.425
fabuleuse,2.4,0.6
fabuleuses,2.4,0.6
fabuleux,2.4,0.6
fabulosite,2.8,0.7
facile,1.9,0.475
facilement,1.4,0.35
faciles,1.9,0.475
facilitant,1.0,0.25
facilite,1.6,0.4
faiblard,-1.3,0.0
faiblarde,-1.3,0.0
faiblardes,-1.3,0.0
faiblards,-1.3,0.0
faible,-1.9,0.0
faiblement,-1.8,0.0
faiblesse,-1.8,0.0
faiblesses,-1.5,0.0
faille,0.1,0.025
faillible,-2.1,0.0
faillibles,-2.1,0.0
faillite,-2.3,0.0
faillites,-2.0,0.0
faim,-1.0,0.0
faineant,-1.5,0.0
faineante,-1.5,0.0
faineantes,-1.5,0.0
faineants,-1.5,0.0
faisable,1.3,0.325
falsifiant,-1.5,0.0
falsifier,-2.0,0.0
falsifie,-1.6,0.0
falsifiee,-1.6,0.0
falsifiees,-1.6,0.0
falsifies,-1.6,0.0
fan,1.3,0.325
fanatique,-1.9,0.0
fanatiques,-0.8,0.0
fanfaron,0.3,0.075
fanfaronne,0.3,0.075
fanfaronnes,0.3,0.075
fanfarons,0.3,0.075
fantaisiste,0.3,0.075
fantaisistes,0.3,0.075
fantastique,2.6,0.65
fantastiques,2.6,0.65
fantome,-1.3,0.0
farce,-1.7,0.0
farceur,1.2,0.3
farceurs,1.2,0.3
farceuse,1.2,0.3
farceuses,1.2,0.3
fardeau,-1.9,0.0
fardeaux,-1.5,0.0
farfelu,-0.2,0.0
farfelue,-0.2,0.0
farfelus,-0.1,0.0
fascinant,2.5,0.625
fascination,2.2,0.55
fascine,2.1,0.525
fasciner,1.2,0.3
fascines,2.1,0.525
fascinez,2.0,0.5
fascinee,2.1,0.525
fascinees,2.1,0.525
fasciste,-2.6,0.0
fascistes,-0.8,0.0
fatal,-2.5,0.0
fatales,-2.5,0.0
fatalisme,-0.6,0.0
fatalismes,-1.7,0.0
fataliste,-0.5,0.0
fatalistes,-1.2,0.0
fatalite,-3.5,0.0
fatalites,-2.9,0.0
fatals,-2.5,0.0
fatigant,-1.2,0.0
fatiguant,-1.2,0.0
fatigue,-0.7,0.0
fatigues,-0.7,0.0
fatiguee,-0.7,0.0
fatiguees,-0.7,0.0
fauche,-1.8,0.0
fauchee,-1.8,0.0
fausse image,-2.0,0.0
fausse,-1.9,0.0
faussee,-1.9,0.0
faussees,-1.9,0.0
fausses,-1.9,0.0
faute,-0.5,0.0
fautes,-0.5,0.0
fauteur,-1.6,0.0
fauteurs,-1.6,0.0
fauteuse,-1.6,0.0
fauteuses,-1.6,0.0
faux,-0.5,0.0
faveur,1.7,0.425
faveurs,1.0,0.25
favorable,2.1,0.525
favorablement,1.6,0.4
favori,1.9,0.475
favoris,1.9,0.475
favorisant,1.8,0.45
favorite,1.9,0.475
favorites,1.9,0.475
favoritisme,0.7,0.175
favoritismes,0.7,0.175
fdp,-1.4,0.0
femmelette,-1.3,0.0
femmelettes,-1.4,0.0
fervent,0.6,0.15
fervente,1.5,0.375
ferventes,1.5,0.375
fervents,1.5,0.375
festif,2.0,0.5
festifs,2.0,0.5
festival,2.2,0.55
festivals,1.5,0.375
festive,2.0,0.5
festivement,2.2,0.55
festives,2.0,0.5
festivite,1.1,0.275
festivites,1.1,0.275
feu,-1.4,0.0
fiable,0.8,0.2
fiables,0.8,0.2
fiasco,-2.3,0.0
fichu,-0.6,0.0
fichue,-1.2,0.0
fichues,-1.2,0.0
fichus,-1.2,0.0
fiduciant,0.4,0.1
fiduciante,0.4,0.1
fiduciantes,1.2,0.3
fiduciants,1.2,0.3
fidele,0.9,0.225
fidelement,1.8,0.45
fideles,2.1,0.525
fidelite,2.5,0.625
fidelites,1.9,0.475
fier,2.1,0.525
fiers,2.1,0.525
fierte,1.4,0.35
fiesta,2.1,0.525
fiestas,1.5,0.375
fils de chien,-2.2,0.0
fils de pute,-3.6,0.0
fils-de-pute,-2.7,0.0
filsdep,-2.8,0.0
fit,1.5,0.375
fitness,1.1,0.275
fiere,2.1,0.525
fierement,2.6,0.65
fieres,2.1,0.525
fierot,0.8,0.2
flatter,0.4,0.1
flatterie,0.4,0.1
flatteries,1.2,0.3
flatteur,1.9,0.475
flatteurs,1.9,0.475
flatteuse,1.9,0.475
flatteuses,1.9,0.475
flatte,1.6,0.4
flattee,1.6,0.4
flattees,1.6,0.4
flattes,1.6,0.4
flemmard,-1.5,0.0
flemmarde,-1.5,0.0
flemmardes,-1.5,0.0
flemmards,-1.5,0.0
flexibilite,1.4,0.35
flexibilites,1.0,0.25
flexible,0.9,0.225
flingue,-1.4,0.0
flippant,-2.2,0.0
flippante,-2.2,0.0
flippantes,-2.2,0.0
flippants,-2.2,0.0
flirt,1.7,0.425
flirts,-0.1,0.0
flop,-1.4,0.0
flops,-1.4,0.0
flou,-0.2,0.0
floue,-1.7,0.0
floues,-1.7,0.0
flous,-1.7,0.0
foehn,0.2,0.05
foetal,-0.1,0.0
foetales,0.2,0.05
foetaux,0.2,0.05
foetus,0.2,0.05
foetuses,0.2,0.05
foi,1.8,0.45
foire,-2.2,0.0
foirent,-1.0,0.0
foirer,-0.4,0.0
foires,-2.2,0.0
foireuse,-1.8,0.0
foireuses,-1.8,0.0
foireux,-1.8,0.0
foirez,-1.0,0.0
foirons,-1.0,0.0
foiree,-2.2,0.0
foirees,-2.2,0.0
fois,-1.0,0.0
folie,-0.3,0.0
folies,-1.0,0.0
folle,-0.2,0.0
folles,-1.4,0.0
fonce,-0.6,0.0
foncer,-0.3,0.0
fonces,-0.6,0.0
foncez,-1.0,0.0
foncee,-0.6,0.0
foncees,-0.6,0.0
force,-0.8,0.0
forcer,0.2,0.05
forces,-0.8,0.0
forcee,-0.8,0.0
forcees,-0.8,0.0
forme,1.5,0.375
formidable,2.9,0.725
formidables,2.9,0.725
fornicateur,-2.6,0.0
fornicateurs,-2.0,0.0
fornicatrice,-2.0,0.0
fornicatrices,-2.6,0.0
fort,2.3,0.575
forte,2.3,0.575
fortement,1.1,0.275
fortes,2.3,0.575
fortiche,2.3,0.575
fortiches,2.3,0.575
forts,2.3,0.575
forcant,0.9,0.225
fotale,0.2,0.05
fou,-0.2,0.0
fouetter,-1.9,0.0
fougueuse,-1.4,0.0
fougueusement,2.4,0.6
fougueuses,-1.4,0.0
fougueux,-1.4,0.0
fouineur,-0.8,0.0
fouineurs,-0.8,0.0
fouineuse,-0.8,0.0
fouineuses,-0.8,0.0
fous,-0.5,0.0
fout,-1.0,0.0
foutent,-1.0,0.0
foutez,-1.0,0.0
foutre,-1.0,0.0
foutu,-0.8,0.0
foutue,-2.2,0.0
foutues,-2.2,0.0
foutus,-2.2,0.0
fracasse,-2.1,0.0
fracassee,-2.1,0.0
fracassees,-2.1,0.0
fracasses,-2.1,0.0
frais,1.3,0.325
franc,2.3,0.575
franc-bord,0.3,0.075
franc-bords,0.7,0.175
franc-maconnerie,0.3,0.075
franc-maconneries,0.7,0.175
franche,2.3,0.575
franches,2.3,0.575
franchise,1.4,0.35
francs,2.3,0.575
frappant,3.0,0.75
frappante,3.0,0.75
frappantes,3.0,0.75
frappants,3.0,0.75
frappe,-1.5,0.0
frappent,-1.5,0.0
frapper,-0.5,0.0
frappes,-1.5,0.0
frappez,-1.5,0.0
frappons,-1.5,0.0
fraude,-2.8,0.0
frauduleuse,-2.2,0.0
frauduleuses,-2.2,0.0
frauduleux,-2.3,0.0
frayeur,-2.2,0.0
fraiche,1.3,0.325
free-lance,0.7,0.175
free-lances,0.7,0.175
freebee,1.3,0.325
freebees,1.3,0.325
freelance,1.2,0.3
freelances,0.7,0.175
freesia,0.4,0.1
freesias,0.4,0.1
freestyle,0.7,0.175
freestyler,0.4,0.1
freestylers,0.8,0.2
freestyles,0.3,0.075
frein,-1.5,0.0
freins,-1.6,0.0
fringant,1.0,0.25
fringante,1.0,0.25
fringantes,1.0,0.25
fringants,1.0,0.25
frisson,1.5,0.375
frivole,-0.6,0.0
frivoles,-0.6,0.0
froid,-1.5,0.0
froide,-1.5,0.0
froides,-1.5,0.0
froids,-1.5,0.0
froncant,-1.4,0.0
froussard,-0.9,0.0
froussarde,-0.9,0.0
froussardes,-0.9,0.0
froussards,-0.9,0.0
frustrant,-1.9,0.0
frustrante,-1.9,0.0
frustrantes,-1.9,0.0
frustrants,-1.9,0.0
frustration,-2.1,0.0
frustrations,-2.0,0.0
frustre,-2.4,0.0
frustrent,-1.9,0.0
frustrer,-2.0,0.0
frustres,-2.4,0.0
frustrez,-1.9,0.0
frustree,-1.2,0.0
frustrees,-1.9,0.0
frenesie,-1.3,0.0
frenetique,-0.3,0.0
frenetiquement,-1.7,0.0
frenetiques,-0.3,0.0
fui,-1.3,0.0
fuie,-1.3,0.0
fuies,-1.3,0.0
fuir,-1.4,0.0
fuis,-1.3,0.0
fuite,-1.4,0.0
fulminer,-1.4,0.0
fumette,-0.6,0.0
fumeur,-0.1,0.0
fumeurs,-0.1,0.0
fumeuse,-0.1,0.0
fumeuses,-0.1,0.0
fume,-1.8,0.0
fumee,-0.6,0.0
fumees,-1.8,0.0
fumes,-1.8,0.0
fun,2.3,0.575
funky,-0.4,0.0
funebre,-1.6,0.0
funebres,-1.6,0.0
funeraille,-1.5,0.0
funerailles,-1.6,0.0
furax,-3.2,0.0
furie,-2.7,0.0
furieuse,-2.7,0.0
furieusement,-1.9,0.0
furieuses,-2.7,0.0
furieux,-1.1,0.0
furtif,-0.3,0.0
furtifs,-0.3,0.0
furtive,-0.3,0.0
furtives,-0.3,0.0
fusil,-1.4,0.0
fusiller,-0.7,0.0
futile,-0.1,0.0
futiles,-0.1,0.0
futilite,-0.5,0.0
futilites,-1.0,0.0
fute,1.7,0.425
futee,1.7,0.425
futees,1.7,0.425
futes,1.7,0.425
fache,-1.6,0.0
fachent,-1.5,0.0
facher,-1.5,0.0
faches,-1.6,0.0
fachez,-1.5,0.0
fachons,-1.5,0.0
fachee,-1.6,0.0
fachees,-1.6,0.0
febrile,-1.2,0.0
febriles,-1.2,0.0
felicitation,2.9,0.725
felicitations,2.4,0.6
feliciter,2.2,0.55
feodal,-0.8,0.0
feodale,-0.8,0.0
feodales,-0.8,0.0
feodalisme,-0.9,0.0
feodalismes,-0.2,0.0
feodaliste,-0.9,0.0
feodalite,-0.4,0.0
feodalites,-0.5,0.0
feodaux,-0.8,0.0
feroce,-0.4,0.0
ferocement,-1.1,0.0
feroces,-0.4,0.0
ferocite,-0.7,0.0
ferocites,-1.0,0.0
fetide,-2.3,0.0
fetides,-2.3,0.0
fetant,2.7,0.675
fetard,2.2,0.55
fetarde,2.2,0.55
fetardes,2.2,0.55
fetards,2.2,0.55
fete,1.4,0.35
fetes,1.4,0.35
fetee,1.4,0.35
fetees,1.4,0.35
fohn,0.2,0.05
feteur,1.4,0.35
feteurs,0.7,0.175
feteuse,1.4,0.35
feteuses,0.7,0.175
gagnable,1.8,0.45
gagnant,0.9,0.225
gagnante,2.4,0.6
gagnantes,2.4,0.6
gagnants,2.1,0.525
gagne,0.5,0.125
gagne-pain,0.8,0.2
gagne-pains,0.9,0.225
gagnent,2.7,0.675
gagner,1.2,0.3
gagnes,0.5,0.125
gagnez,2.7,0.675
gagnons,2.7,0.675
gagnee,0.4,0.1
gagnees,0.8,0.2
gai,0.5,0.125
gaie,2.9,0.725
gaies,2.9,0.725
gaiete,1.2,0.3
gain,2.5,0.625
gains,0.7,0.175
gais,2.9,0.725
galant,1.7,0.425
galante,1.7,0.425
galantes,1.7,0.425
galants,1.7,0.425
garantie,1.0,0.25
garantir,1.0,0.25
garce,-1.3,0.0
garces,-2.7,0.0
garde-fou,1.6,0.4
garde,0.1,0.025
gaspillage,-1.8,0.0
gaspiller,-1.8,0.0
gaspille,-2.2,0.0
gaspillee,-2.2,0.0
gaspillees,-2.2,0.0
gaspilles,-2.2,0.0
geek,-0.8,0.0
geeks,-0.4,0.0
geeky,-0.6,0.0
geindre,-1.5,0.0
gelant,-0.4,0.0
geler,0.2,0.05
gelez,-0.1,0.0
gentil,0.9,0.225
gentille,0.9,0.225
gentilles,0.9,0.225
gentillesse,0.8,0.2
gentillesses,1.1,0.275
gentils,0.9,0.225
gentiment,1.0,0.25
gerbe,-1.8,0.0
gerber,-2.4,0.0
gerbee,-1.8,0.0
gerbees,-1.8,0.0
gerbes,-1.8,0.0
glamour,1.1,0.275
gloire,1.1,0.275
glorieuse,3.2,0.8
glorieuses,3.2,0.8
glorieux,3.2,0.8
glorifiant,2.4,0.6
glorification,2.0,0.5
glorifie,2.3,0.575
glorifier,2.7,0.675
glorifies,2.3,0.575
glorifiez,2.2,0.55
glorifiee,2.3,0.575
glorifiees,2.3,0.575
glousser,0.8,0.2
glousse,1.5,0.375
gloussee,1.5,0.375
gloussees,1.5,0.375
glousses,1.5,0.375
gogol,-2.4,0.0
gogols,-2.4,0.0
gourde,-2.3,0.0
gourdes,-2.2,0.0
gourmand,-1.3,0.0
gourmande,-1.3,0.0
gourmandes,-1.3,0.0
gourmandise,-1.7,0.0
gourmandises,-1.0,0.0
gourmands,-1.3,0.0
gracieuse,1.0,0.25
gracieusement,1.1,0.275
gracieuses,1.0,0.25
gracieux,1.0,0.25
gracile,1.7,0.425
graciles,0.6,0.15
gracioso,1.0,0.25
grandeurs,2.1,0.525
grandissant,0.7,0.175
grandissante,0.7,0.175
grandissantes,0.7,0.175
grandissants,0.7,0.175
gratin,0.4,0.1
gratins,0.2,0.05
gratis,0.2,0.05
gratitude,0.8,0.2
gratte,-1.1,0.0
gratz,2.0,0.5
grave,-0.9,0.0
gravement,-0.8,0.0
graves,-0.9,0.0
gravier,-0.5,0.0
gravite,0.3,0.075
gravee,-0.9,0.0
gravees,-0.9,0.0
grimace,-2.0,0.0
grimaces,-2.0,0.0
grimacee,-2.0,0.0
grimacees,-2.0,0.0
grincheuse,-1.9,0.0
grincheuses,-1.9,0.0
grincheux,-1.9,0.0
gringalet,-1.3,0.0
gringalets,-1.4,0.0
grippe,-1.6,0.0
grippe-sou,-1.8,0.0
grippes,-1.6,0.0
gris,0.2,0.05
grise,0.2,0.05
grises,0.2,0.05
grievement,-2.0,0.0
grognon,-1.9,0.0
grognonne,-1.9,0.0
grognonnes,-1.9,0.0
grognons,-1.9,0.0
gronder,-1.7,0.0
grossemerde,-3.1,0.0
grossier,-2.7,0.0
grossiers,-2.7,0.0
grossiere,-2.7,0.0
grossierement,-0.5,0.0
grossieres,-2.7,0.0
grossierete,-2.0,0.0
grossieretes,-2.0,0.0
grace,1.8,0.45
graces,1.6,0.4
greve,-0.7,0.0
greves,-0.3,0.0
greviste,-0.6,0.0
grevistes,-0.6,0.0
guerre,-2.9,0.0
guerres,-1.8,0.0
gueule,-1.4,0.0
gueulent,-1.3,0.0
gueules,-1.3,0.0
gueulez,-1.3,0.0
gacher,-2.2,0.0
gache,-2.2,0.0
gachee,-2.2,0.0
gachees,-2.2,0.0
gaches,-2.2,0.0
gele,-0.1,0.0
geles,-0.1,0.0
geant,1.3,0.325
geante,1.3,0.325
geantes,1.3,0.325
geants,1.3,0.325
gemi,-0.4,0.0
gemie,-0.4,0.0
gemies,-0.4,0.0
gemir,-0.6,0.0
gemis,-0.2,0.0
gemissement,-0.4,0.0
gemissent,-0.6,0.0
gemissez,-0.6,0.0
gemissons,-0.6,0.0
gemit,-0.6,0.0
genial,0.6,0.15
geniale,1.8,0.45
geniales,1.8,0.45
geniaux,1.8,0.45
genereuse,2.3,0.575
genereusement,0.9,0.225
genereuses,2.3,0.575
genereux,2.3,0.575
generosite,2.3,0.575
generosites,2.6,0.65
gene,-1.6,0.0
genes,-1.6,0.0
genee,-1.6,0.0
genees,-1.6,0.0
ha,1.4,0.35
habitant,0.3,0.075
habitante,0.3,0.075
habitantes,-0.3,0.0
habitants,-0.3,0.0
habitation,0.1,0.025
habitations,0.1,0.025
hache,-0.4,0.0
hacke,-1.7,0.0
hackee,-1.7,0.0
hackees,-1.7,0.0
hackes,-1.7,0.0
haha,2.0,0.5
hahaha,2.6,0.65
hahas,1.8,0.45
haine,-1.4,0.0
haineuse,-2.2,0.0
haineusement,-2.3,0.0
haineuses,-2.2,0.0
haineux,-2.2,0.0
hais,-3.2,0.0
hait,-1.9,0.0
hallelujah,3.0,0.75
haltere,-0.8,0.0
halteres,-0.8,0.0
handicapant,-2.1,0.0
hantant,-1.1,0.0
hante,-2.1,0.0
hantent,-1.0,0.0
hanter,-1.7,0.0
hantes,-2.1,0.0
hantez,-1.0,0.0
hantee,-2.1,0.0
hantees,-2.1,0.0
harcelant,-1.2,0.0
harceler,-1.1,0.0
harceleur,-2.4,0.0
harceleurs,-2.4,0.0
harceleuse,-2.4,0.0
harceleuses,-2.4,0.0
harcelez,-2.5,0.0
harcele,-2.5,0.0
harcelee,-1.2,0.0
harcelees,-2.5,0.0
harceles,-2.5,0.0
harcelement,-2.5,0.0
harcelements,-2.6,0.0
harmonica,0.6,0.15
harmonicas,0.1,0.025
harmonie,1.5,0.375
harmonies,1.3,0.325
harmonieuse,2.0,0.5
harmonieusement,0.9,0.225
harmonieuses,2.0,0.5
harmonieux,2.0,0.5
harmonique,1.8,0.45
harmoniques,1.8,0.45
harmonisant,1.4,0.35
harmonisante,1.4,0.35
harmonisantes,1.4,0.35
harmonisants,1.4,0.35
harmonisation,1.9,0.475
harmonisations,0.9,0.225
harmoniser,1.8,0.45
harmonise,1.3,0.325
harmonisee,1.3,0.325
harmonisees,1.3,0.325
harmonises,1.3,0.325
harmonium,0.9,0.225
harmoniums,0.8,0.2
hater,-1.8,0.0
haters,-2.2,0.0
hai,-3.2,0.0
haie,-3.2,0.0
haies,-3.2,0.0
hair,-2.7,0.0
haissant,-2.3,0.0
haissante,-2.3,0.0
haissantes,-2.3,0.0
haissants,-2.3,0.0
haissez,-1.9,0.0
haissons,-1.9,0.0
heh,-0.6,0.0
heroine,-2.2,0.0
heureuse,2.7,0.675
heureuses,2.7,0.675
heureux,2.7,0.675
hilarant,1.7,0.425
hilarante,1.7,0.425
hilarantes,1.7,0.425
hilarants,1.7,0.425
hilarite,2.6,0.65
hoax,-1.1,0.0
homicide,-3.7,0.0
honneur,2.2,0.55
honneurs,2.3,0.575
honnete,2.0,0.5
honnetement,1.9,0.475
honnetes,2.3,0.575
honorabilite,1.7,0.425
honorabilites,1.7,0.425
honorable,0.6,0.15
honorablement,2.2,0.55
honorables,0.6,0.15
honorant,1.1,0.275
honorante,2.3,0.575
honorantes,2.3,0.575
honorants,2.3,0.575
honore,2.8,0.7
honorer,2.2,0.55
honores,2.8,0.7
honorez,1.8,0.45
honorifique,1.4,0.35
honorifiquement,2.2,0.55
honorifiques,1.4,0.35
honoree,2.8,0.7
honorees,2.8,0.7
honte,-2.1,0.0
honteuse,-1.1,0.0
honteusement,-0.8,0.0
honteuses,-2.2,0.0
"honteux,",-2.1,0.0
honteux,-2.2,0.0
hooligan,-2.1,0.0
hooliganisme,-2.1,0.0
hooray,2.3,0.575
horreur,-2.7,0.0
horreurs,-2.7,0.0
horrible,-0.7,0.0
horriblement,-3.3,0.0
horribles,-1.2,0.0
horrifiant,-1.4,0.0
horrifiante,-1.4,0.0
horrifiantes,-1.4,0.0
horrifiants,-1.4,0.0
horrifie,-0.9,0.0
horrifient,-2.5,0.0
horrifier,-2.9,0.0
horrifies,-2.5,0.0
horrifiez,-2.5,0.0
horrifiee,-0.9,0.0
horrifiees,-2.5,0.0
hostile,-0.8,0.0
hostilement,-2.2,0.0
hostiles,-0.4,0.0
hostilite,-2.5,0.0
hostilites,-2.1,0.0
hourra,1.1,0.275
hourrah,2.6,0.65
hourrahs,1.1,0.275
hourre,1.9,0.475
hourree,1.9,0.475
hourrees,1.9,0.475
hourres,1.9,0.475
hug,1.6,0.4
hugs,1.6,0.4
humiliant,-1.2,0.0
humiliante,-1.2,0.0
humiliantes,-1.2,0.0
humiliants,-1.2,0.0
humiliation,-2.7,0.0
humiliations,-2.4,0.0
humilie,-1.4,0.0
humilient,-1.0,0.0
humilier,-2.5,0.0
humilies,-1.4,0.0
humiliez,-1.0,0.0
humilions,-1.0,0.0
humiliee,-1.4,0.0
humiliees,-1.4,0.0
humoral,0.6,0.15
humorale,0.6,0.15
humorales,0.6,0.15
humorals,0.6,0.15
humoraux,0.6,0.15
humoresque,1.2,0.3
humoresques,1.2,0.3
humoriste,1.2,0.3
humoristes,1.3,0.325
humoristique,0.8,0.2
humoristiques,1.5,0.375
humour,1.1,0.275
humours,1.6,0.4
hurle,-1.3,0.0
hurlement,-1.7,0.0
hurlements,-1.6,0.0
hurlent,-1.2,0.0
hurler,-1.7,0.0
hurles,-1.3,0.0
hurlez,-1.2,0.0
hurlons,-1.2,0.0
hurlee,-1.3,0.0
hurlees,-1.3,0.0
hurra,2.6,0.65
hurrah,0.7,0.175
hypocrite,-2.0,0.0
hypocrites,-2.0,0.0
hysteria,-1.9,0.0
hysterie,-1.9,0.0
hysterique,-0.1,0.0
hysteriques,-0.1,0.0
hebetement,-1.4,0.0
hebetements,-0.3,0.0
hebete,-0.7,0.0
hebetee,-0.7,0.0
hebetees,-0.7,0.0
hebetes,-0.7,0.0
helas,-1.1,0.0
hero,2.6,0.65
heron,0.1,0.025
herons,0.5,0.125
heros,2.6,0.65
heroines,1.8,0.45
heroique,2.6,0.65
heroiques,2.6,0.65
heroisant,1.9,0.475
heroise,2.0,0.5
heroisent,2.2,0.55
heroiser,2.1,0.525
heroises,2.0,0.5
heroisez,2.2,0.55
heroisme,2.8,0.7
heroismes,2.2,0.55
heroisee,2.0,0.5
heroisees,2.0,0.5
hesitant,-0.3,0.0
hesitante,-0.3,0.0
hesitantes,-0.3,0.0
hesitants,-0.3,0.0
hesitation,-0.9,0.0
hesitations,-1.0,0.0
hesite,-1.3,0.0
hesitent,-1.4,0.0
hesiter,-1.1,0.0
hesites,-1.3,0.0
hesitez,-1.4,0.0
hesitons,-1.4,0.0
hesitee,-1.3,0.0
hesitees,-1.3,0.0
idiot,-0.5,0.0
idiote,-0.5,0.0
idiotes,-0.8,0.0
idiotie,-1.7,0.0
idioties,-1.7,0.0
idiots,-0.8,0.0
idylle,2.6,0.65
ideal,2.4,0.6
ideale,2.4,0.6
idealement,1.8,0.45
ideales,2.4,0.6
idealisant,0.6,0.15
idealisante,0.6,0.15
idealisantes,0.6,0.15
idealisants,0.6,0.15
idealisation,1.8,0.45
idealisations,1.4,0.35
idealise,2.1,0.525
idealisent,2.0,0.5
idealiser,1.4,0.35
idealises,2.1,0.525
idealisez,2.0,0.5
idealisme,1.7,0.425
idealismes,0.8,0.2
idealiste,1.6,0.4
idealistes,0.7,0.175
idealistique,1.8,0.45
idealistiquement,1.7,0.425
idealistiques,1.8,0.45
idealisee,2.1,0.525
idealisees,2.1,0.525
idealite,1.9,0.475
ideaux,0.4,0.1
ignoble,-0.7,0.0
ignoblement,-1.7,0.0
ignobles,-2.4,0.0
ignorable,-1.0,0.0
ignorance,-1.5,0.0
ignorances,-1.2,0.0
ignorant,-1.1,0.0
ignorante,-1.1,0.0
ignorantes,-1.1,0.0
ignorants,-1.1,0.0
ignore,-1.3,0.0
ignorent,-1.1,0.0
ignorer,-0.4,0.0
ignores,-1.3,0.0
ignoreur,-1.3,0.0
ignoreurs,-1.3,0.0
ignoreuse,-1.3,0.0
ignoreuses,-1.3,0.0
ignorez,-1.1,0.0
ignorons,-1.1,0.0
ignoree,-1.3,0.0
ignorees,-1.3,0.0
illettrisme,-1.9,0.0
illegal,-2.6,0.0
illegale,-2.6,0.0
illegales,-2.6,0.0
illegals,-2.6,0.0
illegaux,-2.6,0.0
imbecil,-2.2,0.0
imbecile,-0.4,0.0
imbeciles,-0.4,0.0
immobilise,-1.2,0.0
immobilisee,-1.2,0.0
immobilisees,-1.2,0.0
immobilises,-1.2,0.0
immoral,-1.0,0.0
immorale,-1.0,0.0
immoralement,-2.1,0.0
immorales,-1.0,0.0
immoralisme,-1.6,0.0
immoraliste,-2.1,0.0
immoralistes,-1.7,0.0
immoralite,-0.6,0.0
immoralites,-1.1,0.0
immoraux,-1.0,0.0
immortelle,1.0,0.25
immortels,1.0,0.25
immunise,1.2,0.3
immunisee,1.2,0.3
immunisees,1.2,0.3
immunises,1.2,0.3
imparfait,-0.7,0.0
imparfaite,-0.7,0.0
imparfaites,-0.7,0.0
imparfaits,-1.3,0.0
impartial,-0.1,0.0
impartiale,-0.1,0.0
impartiales,-0.1,0.0
impartiaux,-0.1,0.0
impasse,-1.4,0.0
impasses,-1.4,0.0
impatiemment,-0.8,0.0
impatience,-1.8,0.0
impatient,-1.2,0.0
impatiente,-1.2,0.0
impatientes,-1.2,0.0
impatients,-1.2,0.0
impersonnel,-1.3,0.0
impersonnelle,-1.3,0.0
impersonnelles,-1.3,0.0
impersonnels,-1.3,0.0
impitoyable,-2.2,0.0
impitoyablement,-2.8,0.0
impitoyables,-2.2,0.0
impoli,-0.8,0.0
impolie,-0.8,0.0
impolies,-0.8,0.0
impoliment,-0.9,0.0
impolis,-0.8,0.0
impolitesse,-0.8,0.0
impolitesses,-2.3,0.0
importance,0.6,0.15
importances,0.4,0.1
important,0.4,0.1
importante,0.4,0.1
importantes,0.4,0.1
importants,0.4,0.1
importe,0.1,0.025
importent,0.1,0.025
importer,0.1,0.025
importes,0.1,0.025
importez,0.1,0.025
importons,0.1,0.025
importun,-1.7,0.0
importunant,-1.6,0.0
importune,-1.3,0.0
importuner,-0.5,0.0
importunes,-0.4,0.0
importuns,-1.7,0.0
importunee,-1.3,0.0
imposant,-0.1,0.0
imposante,-0.2,0.0
imposantes,-0.2,0.0
imposants,-0.2,0.0
impose,-0.1,0.0
imposent,-0.4,0.0
imposer,-0.6,0.0
imposes,-0.1,0.0
imposez,-0.4,0.0
imposons,-0.4,0.0
imposteur,-2.8,0.0
imposteurs,-2.8,0.0
imposee,-0.1,0.0
imposees,-0.1,0.0
impression,1.9,0.475
impressionnabilite,1.2,0.3
impressionnable,0.8,0.2
impressionnables,0.8,0.2
impressionnant,1.2,0.3
impressionnante,2.5,0.625
impressionnantes,2.5,0.625
